Instrucción,Fecha Resultado
26/11/56 el próximo jueves,30/11/56
19/04/58 el siguiente miércoles por favor,24/04/58
12/09/57 en tres días gracias,15/09/57
06/12/05 en un par de días por favor,08/12/05
29/10/27 este lunes,01/11/27
01/04/39 el próximo miércoles,06/04/39
29/05/21 el viernes gracias,04/06/21
12/03/05 este viernes próximo,18/03/05
07/12/21 el próximo lunes gracias,13/12/21
26/09/07 el siguiente lunes gracias,01/10/07
24/12/38 este martes,28/12/38
28/05/10 este martes,01/06/10
03/09/40 el siguiente lunes,10/09/40
06/12/54 pasado mañana,08/12/54
15/08/54 en un par de días,17/08/54
08/12/04 este martes,14/12/04
30/09/27 pasado mañana por favor,02/10/27
04/10/59 el lunes siguiente,06/10/59
14/01/59 este viernes,17/01/59
04/10/15 pasado mañana,06/10/15
18/09/10 el siguiente lunes gracias,20/09/10
19/02/01 en tres días gracias,22/02/01
23/04/12 este martes próximo,24/04/12
06/01/01 este martes,09/01/01
12/09/14 por favor este jueves,18/09/14
14/07/44 el miércoles siguiente,20/07/44
07/02/31 el siguiente jueves,13/02/31
02/12/46 el siguiente lunes,03/12/46
27/05/46 por favor este viernes siguiente,01/06/46
05/04/23 el siguiente jueves,06/04/23
24/12/14 en tres días gracias,27/12/14
12/05/33 este martes siguiente,17/05/33
22/05/11 el viernes,27/05/11
10/02/24 el martes próximo,13/02/24
04/08/10 pasado mañana,06/08/10
19/08/02 pasado mañana,21/08/02
20/01/30 pasado mañana por favor,22/01/30
08/07/38 el miércoles gracias,14/07/38
26/05/24 este lunes,27/05/24
30/12/46 este lunes gracias,31/12/46
23/09/05 por favor este viernes,30/09/05
04/08/23 este martes que viene,08/08/23
25/09/51 en un par de días,27/09/51
18/04/56 el siguiente jueves gracias,20/04/56
30/11/06 el siguiente martes,05/12/06
05/07/44 por favor el próximo miércoles,06/07/44
01/11/40 el próximo viernes,02/11/40
28/10/45 por favor este martes que viene,31/10/45
22/04/32 el siguiente viernes gracias,23/04/32
21/12/04 este lunes siguiente,27/12/04
27/10/44 por favor el siguiente martes,01/11/44
09/11/50 este martes próximo,15/11/50
21/12/14 el próximo miércoles gracias,24/12/14
26/12/32 pasado mañana,28/12/32
10/02/14 el próximo martes,11/02/14
20/11/22 por favor pasado mañana,22/11/22
25/03/09 el miércoles,01/04/09
27/06/51 por favor en un par de días,29/06/51
23/06/60 el próximo lunes,28/06/60
07/05/10 el miércoles gracias,12/05/10
28/06/20 en un par de días gracias,30/06/20
25/08/45 por favor el miércoles,30/08/45
25/03/00 el miércoles,29/03/00
14/12/03 el próximo miércoles por favor,17/12/03
06/02/01 mañana,07/02/01
09/12/21 en tres días,12/12/21
15/02/04 el miércoles por favor,18/02/04
28/04/42 este miércoles gracias,30/04/42
26/08/32 este lunes,30/08/32
11/05/34 el próximo viernes,12/05/34
18/06/13 este viernes que viene,21/06/13
21/01/16 este jueves,28/01/16
04/03/03 el próximo miércoles por favor,05/03/03
07/08/49 por favor el lunes próximo,09/08/49
29/10/58 mañana gracias,30/10/58
15/08/37 mañana,16/08/37
21/02/20 en un par de días,23/02/20
13/11/28 el lunes próximo,20/11/28
10/04/22 el lunes que viene,11/04/22
05/05/37 en tres días,08/05/37
13/09/28 este martes que viene,19/09/28
02/05/24 este viernes,03/05/24
27/12/06 en un par de días,29/12/06
11/04/51 el martes,18/04/51
12/06/33 en tres días,15/06/33
17/09/10 el viernes próximo gracias,24/09/10
14/01/45 el próximo lunes,16/01/45
28/05/60 este lunes por favor,31/05/60
21/09/04 en tres días,24/09/04
02/02/16 en tres días,05/02/16
09/01/20 por favor el próximo viernes,10/01/20
09/04/46 el viernes,13/04/46
13/02/04 este miércoles,18/02/04
20/12/35 este lunes gracias,24/12/35
08/03/06 el siguiente lunes,13/03/06
22/09/41 el jueves,26/09/41
29/04/25 en un par de días gracias,01/05/25
15/11/27 en un par de días,17/11/27
12/05/29 en tres días,15/05/29
01/10/07 por favor este jueves,04/10/07
14/08/49 por favor el próximo jueves,19/08/49
22/12/40 el miércoles gracias,26/12/40
18/09/00 por favor en un par de días,20/09/00
04/02/33 el próximo lunes,07/02/33
01/01/18 el viernes siguiente,05/01/18
27/02/26 el viernes siguiente,06/03/26
31/07/50 en tres días,03/08/50
07/04/27 este martes,13/04/27
13/11/55 este lunes,15/11/55
05/10/21 pasado mañana,07/10/21
14/08/41 este lunes próximo,19/08/41
14/01/33 este miércoles,19/01/33
30/01/53 el viernes siguiente,31/01/53
05/04/44 por favor este lunes,11/04/44
13/07/17 el próximo viernes,14/07/17
12/01/49 el lunes por favor,18/01/49
28/12/21 en tres días gracias,31/12/21
04/07/13 por favor el próximo lunes,08/07/13
27/07/00 por favor este miércoles próximo,02/08/00
14/10/36 el próximo jueves,16/10/36
22/02/02 en tres días por favor,25/02/02
25/11/20 por favor en tres días,28/11/20
01/08/48 mañana gracias,02/08/48
29/01/31 este viernes que viene gracias,31/01/31
19/01/57 en un par de días gracias,21/01/57
10/11/00 este jueves siguiente,16/11/00
20/01/30 el próximo martes,22/01/30
17/02/00 este jueves siguiente,24/02/00
20/12/58 el siguiente martes por favor,24/12/58
03/10/33 este martes que viene por favor,04/10/33
03/08/27 este jueves gracias,05/08/27
29/04/09 el próximo miércoles por favor,06/05/09
29/05/18 el próximo martes,05/06/18
13/07/47 el siguiente martes,16/07/47
14/05/21 mañana,15/05/21
30/08/37 este miércoles,02/09/37
21/02/44 el siguiente miércoles,24/02/44
16/05/05 este jueves que viene,19/05/05
09/10/12 este lunes,15/10/12
07/02/25 por favor el miércoles,12/02/25
06/05/08 este jueves por favor,08/05/08
09/12/03 por favor este miércoles siguiente,10/12/03
06/10/20 el próximo viernes,09/10/20
18/08/46 este martes,21/08/46
21/01/37 el lunes,26/01/37
01/06/33 en tres días gracias,04/06/33
16/02/41 este jueves gracias,21/02/41
14/08/07 por favor el siguiente miércoles,15/08/07
07/02/52 el próximo miércoles,14/02/52
28/07/08 pasado mañana,30/07/08
05/05/45 este miércoles siguiente gracias,10/05/45
23/12/11 mañana,24/12/11
02/03/57 este martes próximo,06/03/57
19/05/35 el lunes,21/05/35
18/09/06 el martes próximo,19/09/06
06/02/53 en un par de días,08/02/53
10/12/50 el lunes,12/12/50
02/08/05 este jueves,04/08/05
09/01/39 este martes,11/01/39
06/06/59 en tres días por favor,09/06/59
23/09/11 este martes próximo por favor,27/09/11
29/03/21 pasado mañana,31/03/21
02/03/26 pasado mañana gracias,04/03/26
01/06/23 por favor el martes próximo,06/06/23
05/04/28 este viernes gracias,07/04/28
03/04/35 este viernes,06/04/35
08/04/29 este martes por favor,10/04/29
14/07/28 en un par de días,16/07/28
13/08/40 el lunes siguiente,20/08/40
25/05/24 el próximo viernes por favor,31/05/24
15/12/20 este miércoles que viene,16/12/20
13/09/06 el jueves,14/09/06
09/03/18 mañana,10/03/18
18/03/12 por favor en tres días,21/03/12
15/06/52 el martes próximo,18/06/52
10/10/09 el próximo viernes,16/10/09
10/12/13 el siguiente lunes gracias,16/12/13
24/06/09 en un par de días,26/06/09
30/09/14 el martes,07/10/14
01/05/40 el lunes siguiente,07/05/40
23/10/41 en tres días gracias,26/10/41
04/03/28 el próximo jueves,09/03/28
20/06/36 en un par de días gracias,22/06/36
31/10/10 el jueves siguiente,04/11/10
30/01/48 en un par de días gracias,01/02/48
22/02/32 el jueves próximo por favor,26/02/32
17/08/18 el martes siguiente,21/08/18
17/07/40 este viernes,20/07/40
29/08/27 mañana por favor,30/08/27
26/07/41 el siguiente jueves,01/08/41
10/10/23 pasado mañana por favor,12/10/23
04/10/10 el martes próximo,05/10/10
10/02/08 el próximo miércoles gracias,13/02/08
20/02/14 en tres días,23/02/14
17/04/27 el siguiente jueves gracias,22/04/27
15/02/54 por favor el siguiente miércoles,18/02/54
14/08/03 este miércoles próximo gracias,20/08/03
16/04/19 este viernes gracias,19/04/19
29/05/29 este jueves,31/05/29
22/04/13 en un par de días por favor,24/04/13
07/03/08 por favor el viernes que viene,14/03/08
08/04/22 este martes gracias,12/04/22
30/11/31 en un par de días,02/12/31
20/07/35 este jueves próximo,26/07/35
24/01/46 el próximo martes por favor,30/01/46
23/05/04 el martes,25/05/04
01/10/60 por favor el siguiente miércoles,06/10/60
23/10/26 el siguiente lunes gracias,26/10/26
05/05/23 este jueves que viene,11/05/23
07/08/15 por favor el lunes que viene,10/08/15
15/10/02 el próximo martes,22/10/02
12/04/36 el viernes,18/04/36
26/07/40 el martes por favor,31/07/40
16/11/49 este miércoles que viene,17/11/49
09/05/49 por favor el miércoles,12/05/49
01/06/22 el siguiente jueves por favor,02/06/22
30/06/08 el lunes por favor,07/07/08
14/06/41 el próximo viernes,21/06/41
21/02/09 el próximo martes,24/02/09
16/07/12 el jueves,19/07/12
23/11/10 este viernes que viene gracias,26/11/10
26/01/01 el jueves,01/02/01
13/07/05 por favor el siguiente miércoles,20/07/05
10/12/19 este miércoles,11/12/19
23/09/11 el próximo jueves por favor,29/09/11
10/10/17 por favor el siguiente lunes,16/10/17
09/12/35 por favor el próximo miércoles,12/12/35
24/05/33 por favor este martes,31/05/33
18/07/56 el miércoles que viene gracias,19/07/56
02/11/57 el viernes,09/11/57
16/07/07 por favor este lunes siguiente,23/07/07
29/03/52 en un par de días,31/03/52
31/07/52 el martes,06/08/52
22/03/23 este miércoles,29/03/23
23/09/06 este lunes,25/09/06
15/12/01 en un par de días,17/12/01
13/10/05 el miércoles que viene,19/10/05
27/09/17 este miércoles gracias,04/10/17
14/12/57 este miércoles siguiente,19/12/57
13/10/39 el miércoles,19/10/39
22/07/11 por favor en tres días,25/07/11
01/04/08 el lunes siguiente,07/04/08
29/09/29 el jueves,04/10/29
28/12/10 el jueves gracias,30/12/10
31/10/03 el jueves,06/11/03
10/05/41 este martes,14/05/41
17/07/04 el martes,20/07/04
26/01/15 el siguiente jueves,29/01/15
27/06/51 en un par de días gracias,29/06/51
10/11/38 el miércoles que viene por favor,17/11/38
09/06/35 este viernes gracias,15/06/35
05/07/44 el siguiente lunes gracias,11/07/44
24/08/02 este miércoles próximo,28/08/02
03/05/34 por favor el próximo jueves,04/05/34
11/04/38 en un par de días por favor,13/04/38
03/07/15 este jueves,09/07/15
03/10/31 este jueves que viene por favor,09/10/31
06/04/19 este jueves que viene,11/04/19
15/10/16 el jueves siguiente,20/10/16
01/09/24 el próximo viernes,06/09/24
08/02/25 el próximo viernes,14/02/25
05/01/40 por favor el viernes próximo,06/01/40
02/05/13 el viernes,03/05/13
09/02/03 este viernes próximo gracias,14/02/03
04/02/55 el lunes próximo,08/02/55
20/07/55 por favor pasado mañana,22/07/55
09/05/55 por favor el siguiente martes,11/05/55
18/01/22 pasado mañana,20/01/22
26/01/58 este jueves,31/01/58
23/06/26 el siguiente miércoles gracias,24/06/26
03/10/44 el jueves por favor,06/10/44
17/12/36 el próximo miércoles,24/12/36
27/05/49 el próximo miércoles por favor,02/06/49
22/12/42 por favor este viernes siguiente,26/12/42
21/06/05 el lunes por favor,27/06/05
14/11/07 en tres días,17/11/07
05/02/25 este miércoles próximo,12/02/25
12/05/34 el viernes siguiente gracias,19/05/34
23/04/12 por favor el próximo viernes,27/04/12
11/08/37 en un par de días,13/08/37
22/11/17 este martes,28/11/17
27/08/57 este miércoles,29/08/57
04/03/47 el próximo miércoles por favor,06/03/47
09/05/22 este martes por favor,10/05/22
02/08/56 este miércoles,09/08/56
09/10/48 por favor el próximo miércoles,14/10/48
01/10/01 este jueves gracias,04/10/01
25/04/34 este lunes próximo,01/05/34
20/03/32 el lunes,22/03/32
13/01/43 en tres días por favor,16/01/43
06/11/48 mañana por favor,07/11/48
25/06/43 el siguiente martes,30/06/43
12/11/30 el miércoles siguiente,13/11/30
30/09/50 este viernes que viene,07/10/50
26/01/45 el próximo lunes,30/01/45
07/11/28 por favor este jueves,09/11/28
04/11/34 este miércoles por favor,08/11/34
05/04/24 el siguiente martes por favor,09/04/24
18/02/16 este jueves,25/02/16
04/05/02 en un par de días por favor,06/05/02
09/08/28 por favor este viernes siguiente,11/08/28
27/07/53 el siguiente miércoles,30/07/53
25/08/19 el siguiente miércoles,28/08/19
18/08/02 mañana,19/08/02
15/03/25 el lunes siguiente gracias,17/03/25
03/04/05 pasado mañana,05/04/05
26/04/42 por favor mañana,27/04/42
01/07/47 en tres días,04/07/47
25/01/32 el lunes,26/01/32
23/05/52 el martes que viene gracias,28/05/52
18/11/20 el martes,24/11/20
27/04/14 el lunes siguiente,28/04/14
25/12/08 el martes,30/12/08
27/03/22 el jueves siguiente,31/03/22
06/12/58 el martes próximo,10/12/58
20/08/21 el próximo martes gracias,24/08/21
29/11/23 en tres días,02/12/23
17/11/47 este jueves,21/11/47
06/01/05 este martes,11/01/05
07/09/19 el jueves próximo,12/09/19
25/08/51 el siguiente martes por favor,29/08/51
05/11/34 el viernes,10/11/34
31/10/31 en tres días gracias,03/11/31
02/08/15 el próximo jueves,06/08/15
19/10/15 el próximo viernes,23/10/15
22/03/21 el siguiente lunes,29/03/21
26/02/53 el próximo jueves,27/02/53
12/07/28 el martes por favor,18/07/28
09/03/32 en tres días por favor,12/03/32
26/01/53 el lunes que viene gracias,27/01/53
13/07/02 el miércoles próximo,17/07/02
20/07/31 el siguiente lunes,21/07/31
04/12/50 en tres días,07/12/50
25/07/50 este lunes,01/08/50
30/09/12 el viernes,05/10/12
08/07/50 en un par de días por favor,10/07/50
20/11/16 este jueves,24/11/16
28/02/44 el lunes,29/02/44
20/08/48 pasado mañana,22/08/48
23/09/27 este jueves por favor,30/09/27
01/10/15 por favor este viernes que viene,02/10/15
31/12/43 el siguiente martes,05/01/44
28/05/03 pasado mañana,30/05/03
05/02/08 en un par de días,07/02/08
14/01/05 este lunes por favor,17/01/05
13/11/20 por favor el viernes,20/11/20
23/12/53 este miércoles,24/12/53
18/08/19 este miércoles por favor,21/08/19
15/10/01 este martes próximo por favor,16/10/01
25/03/47 este lunes gracias,01/04/47
18/11/42 el siguiente miércoles por favor,19/11/42
23/01/00 pasado mañana,25/01/00
05/10/29 este miércoles,10/10/29
04/02/55 el martes por favor,09/02/55
27/01/18 mañana,28/01/18
15/09/11 por favor pasado mañana,17/09/11
27/07/30 el siguiente jueves,01/08/30
03/12/15 en tres días,06/12/15
11/01/29 en un par de días gracias,13/01/29
05/05/05 pasado mañana gracias,07/05/05
19/12/01 por favor pasado mañana,21/12/01
02/04/13 el siguiente lunes,08/04/13
17/08/52 este viernes gracias,23/08/52
15/09/12 el próximo jueves,20/09/12
13/12/09 el siguiente miércoles,16/12/09
20/03/47 este martes,26/03/47
25/09/32 este martes que viene por favor,28/09/32
04/07/06 el siguiente lunes gracias,10/07/06
07/07/33 este lunes gracias,11/07/33
27/05/59 este lunes,02/06/59
28/06/35 en tres días,01/07/35
28/07/52 por favor el próximo lunes,29/07/52
23/01/09 el siguiente lunes,26/01/09
12/03/30 en tres días gracias,15/03/30
27/01/27 en tres días,30/01/27
10/12/28 por favor el próximo lunes,11/12/28
29/03/12 pasado mañana por favor,31/03/12
17/02/14 en un par de días,19/02/14
12/03/39 por favor este viernes,18/03/39
08/05/57 por favor el martes,15/05/57
16/09/43 este miércoles siguiente,23/09/43
29/03/58 el siguiente miércoles gracias,03/04/58
18/06/28 este jueves próximo,22/06/28
18/08/15 por favor el jueves siguiente,20/08/15
01/06/50 en un par de días,03/06/50
22/01/55 por favor este martes,26/01/55
05/01/32 este lunes siguiente,12/01/32
11/01/20 mañana,12/01/20
16/09/59 en un par de días,18/09/59
01/11/52 mañana por favor,02/11/52
24/09/15 el miércoles,30/09/15
11/12/33 el próximo miércoles,14/12/33
11/07/27 el siguiente miércoles,14/07/27
03/06/26 el próximo viernes gracias,05/06/26
04/06/11 este miércoles siguiente por favor,08/06/11
11/12/15 en tres días gracias,14/12/15
28/02/00 en tres días,02/03/00
23/05/51 pasado mañana,25/05/51
17/02/35 el martes que viene,20/02/35
29/11/50 por favor el siguiente miércoles,30/11/50
27/11/02 en tres días,30/11/02
02/05/16 en tres días,05/05/16
16/01/54 el jueves gracias,22/01/54
19/07/28 el viernes,21/07/28
06/11/54 en un par de días,08/11/54
26/10/19 este martes que viene,29/10/19
20/05/57 por favor el siguiente martes,22/05/57
26/09/50 por favor en un par de días,28/09/50
04/05/09 este miércoles,06/05/09
06/07/44 el siguiente miércoles,13/07/44
13/08/12 este viernes,17/08/12
16/09/29 el jueves siguiente gracias,20/09/29
24/12/06 el próximo martes,26/12/06
08/05/21 el lunes,10/05/21
11/02/31 en tres días gracias,14/02/31
30/08/28 por favor el viernes,01/09/28
23/01/15 mañana,24/01/15
27/01/57 este lunes que viene por favor,29/01/57
17/12/07 en un par de días,19/12/07
10/02/60 por favor pasado mañana,12/02/60
03/05/57 por favor el siguiente lunes,07/05/57
13/02/30 pasado mañana,15/02/30
26/01/40 en tres días gracias,29/01/40
08/01/01 el próximo martes,09/01/01
17/10/23 este viernes siguiente por favor,20/10/23
23/10/18 pasado mañana,25/10/18
21/05/22 el próximo lunes,23/05/22
30/01/06 por favor en un par de días,01/02/06
11/06/31 en tres días,14/06/31
10/01/23 el siguiente miércoles por favor,11/01/23
